,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
726,1.0,1,1,1,1,1,“직원들의노고를인정하지않는회사”,현직원 · Y***** · 생산엔지니어·생산관리 - 2020.10.01,외부에서 어르신들이 바라볼땐 대기업의 이미지가 아직있습니다만,"1 회사 이미지가 너무안좋다
2 근무지가 너무 오지고 출퇴근이 힘들다
3 지속적인 임금 동결 및 삭감
4 단점이 너무많아서 쓸게많지만 그만 쓰럽니다"
727,1.0,1,1,1,1,1,“난파선”,현직원 · l********* · 연구개발(R&D) - 2020.10.01,임금삭감 임금삭감 임금삭감 임금삭감 임금삭감 임금삭감,인재천시 악습만연 연봉삭감 귀족노조 여론최악 직원천시
728,1.0,1,1,2,1,1,“다니면 다닐수록 연봉이 줄어드는 마법같은회사”,현직원 · 아******** · 생산엔지니어·생산관리 - 2020.10.01,"장점이라 차량할인
연차 매년 한개씩
노조가 있어 그나마 다행","매년 줄어드는 성과급
임금동결
대외적인 시선
타대기업 대비 복지"
729,1.0,1,1,1,1,1,“양심없는 회사”,현직원 · ㅇ** · 생산엔지니어·생산관리 - 2020.10.01,언론이랑 사측 언플 덕분에 해주는 욕덕분에 장수할것같음,들어와서 느껴보시길  인재존중  글로벌 지향  고객 최우선  도전적 실행 
730,1.0,1,1,1,1,1,“아직은 괜찮아의 결과”,현직원 · j******* · IT 엔지니어 - 2020.10.01,"외부의 시선 대기업 다니네
그정도면 괜찮아 부모님도 좋아하시고","이해할수없는 성과금 산정
실적대비 00 정하면될걸
왜 매년 어떻게던 안주려고
공장 기술직만을 위한 노조
대졸인원에겐 힘든회사
이젠 괜찮지 않다"
731,1.0,1,1,1,1,1,“성과있어도 돈 안주는 회사”,현직원 · 토****** · 연구개발(R&D) - 2020.10.01,"그나마 일은 좀 편함
진급거부시 정년보장은 아직까진 가능","성과가 있어도 성과금을 주지 않음
꼰대문화 및 상명하복 문화"
732,1.0,1,3,1,2,1,“직원들에게 미래를 안보여주는 회사”,현직원 · 날****** · 연구개발(R&D) - 2020.10.01,그나마 사원대리 노조때는 쉬는날은 좀 있는편입니다,"열심히 일해도 그에따른 합당한 보상을 기대할수 없습니다
경영진들은 미래를 제시하기보단 자기자리보전이 바쁩니다"
733,1.0,1,1,1,1,1,“에효..”,현직원 · h***** · 품질관리·보증 전문가 - 2020.10.01,이전에는 여름휴가 다 같은날 5일 쉬었는데 이것도 이제 공장이랑 타부분 차별화시켜서 누구는 좋고 누구는 나쁨,문제 터지면 해결하려고 모이는게 아니라 자기문제 아닌걸 증명하려고 모이며 증명 못한 곳이 독박씀
734,1.0,1,1,1,1,1,“직원”,현직원 · 두**** · 경영지원·관리 전문가 - 2020.09.29,그냥 사람들이 다 아니까 설명 안해도 되는 정도,복지가 없음 메리트 없음 보상 안해줌 연공서열 심함 광팔이 조직 등등
735,1.0,1,1,1,1,1,“총체적 난국”,현직원 · t******** · 생산엔지니어·생산관리 - 2020.09.29,"첫 직장
이런 세상도 있다 느낄 수 있는 곳
급여가 밀린적은 없다","아직까지 회사가 돌아가는게 신기하다
직원을 자기 주머니로 들어갈 돈 가져가는 존재로 생각하는듯"
736,1.0,1,1,1,1,1,“인재존중? 시대의 헛소리”,현직원 · 투*** · 연구개발(R&D) - 2020.09.28,"노조가 있어서
대리급까지는 출퇴근 연월차 사용이 자유롭네요","장점을 제외한 모든것이 단점이며
연구소는 출퇴근 소요시간이 과다 오지에 위치
식사의 질은 매년 최악을 갱신하고
연봉은 영업이익과 별개로 매년 삭감
그나마 노조도 생산직군을 위한 노조활동만 함

능동적이고 창의적인 업무보다는 경영층을 위한 보고 업무가 중요한 회사임"
737,1.0,1,1,1,1,1,“회사의 성장과 나의 성장은 별개인 회사”,현직원 · z******** · 연구개발(R&D) - 2020.09.27,입사때 거품이 제일 좋았음 그게 끝임 장점은,직원을 노예 부품처럼 취급함 회사와 성과와 내 성과는 다르고 커리어 쌓기 안좋고 연봉은 매년 떨어지고 밥도 교통도 문화도 최악
738,1.0,1,1,1,1,1,“힘들다”,현직원 · ~** · 연구개발(R&D) - 2020.09.27,차에 관심있으면 그나마아주 조금 처음에는 재미있음,워라밸x 연봉x 커리어향상x 모든게 힘들고 힘든 회사 모든게 직원탓
739,1.0,1,1,1,1,1,“오너만 배불려주는 회사구조”,현직원 · g********* · 연구개발(R&D) - 2020.09.27,많은 휴일 근속년수가 어느정도 보장됌 신입사원이갈수록 줄어들어서 20년후에는 노조문제 개선될 가능성이 있음,"직원을 일개 부품으로 취급함
공정하지 못함
실적보다 근속년수가 중요한 90년대 문화
꼰대문화의 끝판왕
화성 시골에서 살아야 함
출퇴근 불편함하루평균3시간"
740,1.0,1,2,1,2,1,“미래가 없는 회사”,현직원 · l********* · 연구개발(R&D) - 2020.09.20,그나마 같이 일하는 사람들은 착함 그러나 이것도 부서바이부서니까 모든곳이 그런건 아님,"직원을 소모품보다 못한 개돼지 취급하는 경영진과 오너
단돈 100원 아끼기위해서 직원들의 사기와 자존감을 바닥까지 깎는다"
741,1.0,1,4,1,2,1,"“(남양)좋은 워라밸을, 근무지와 업무환경으로 갉아먹음”",현직원 · i********* · 연구개발(R&D) - 2020.08.28,근무시간은 남양근무팀 중에 약 30퍼정도를 제외하고는 주 45시간 내외로 나쁘지 않은편,"낮은 연봉 신입사원 성과급 포함 정말낮음lg보다 살짝 높은
낮은 연봉 인상률  고과제가 아님
오지 근무  남양이라 거리도 먼데 길도 막힘 퇴근시 사당까지 1시간 10분걸림
꼰대 문화  군대 다음 현대
낮은 교육기회  직원을 차 만드는 기계로 생각하며 그 차 만드는 업무 조차 교육을 제대로 안 시켜줌 모르면 혼남
등등"
742,1.0,1,4,1,1,1,“워라밸빼면 뭐 없는 회사”,현직원 · i******** · 연구개발(R&D) - 2020.08.20,"회사 그냥 적당히 다니실분한텐 근데 추천합니다
성취감을 장려하진 않음","근무지도 최악이고 버스 100대 출발하는데 연구소 앞 5km정도가 편도 1차선
꼰대들 많고 경영진은 결정은 안해주고 책임만 피함"
743,5.0,5,5,5,5,5,“킹차”,현직원 · m***** · 하드웨어 엔지니어 - 2024.04.05,극강 워라밸 주변의 부러운 시선 어디서나 당당해질수 있음,자만심이 넘치게됨 항상 우쭐대는 모습을 감춰야하는게 힘들다
744,5.0,5,5,5,5,5,“2024년2월 현시점 대한민국 No.1 기업”,현직원 · 삼********* · 연구개발(R&D) - 2024.02.14,"워라벨 최상
네임벨류 최상
급여 최상
킹차갓무직 타이틀",현대자동차 다닌다고하면 다들 동경의 눈으로 바라봐서 힘듬
745,5.0,5,5,4,5,4,“네임밸류 및 글로벌 커리어를 쌓을 수 있음”,현직원 · n******* · IT 기획·매니지먼트 전문가 - 2024.01.19,"네임밸류로는 아쉽지 않은 회사 레벨
잦은 휴가 식목일에도 쉬도 설 추석에도 하루 더 쉼
글로벌 커리어를 쌓을 수 있음
IT한정 수직적인 분위기도 아님님 문화","결혼 및 육아에 편중된 복지 제도
많은 인구를 수용하지 못하는 양재 본사"
746,5.0,5,5,5,5,5,“워라벨이 보장되는 회사”,현직원 · 터***** · IT 엔지니어 - 2023.10.15,"야근 잔업 특근 없이 다른 대기업 회사들보다
더 많이 받거나 비슷하게받음
연월차 많고 개인사생활보장
워리벨 최고","사측이 직원을 무시하는 경향이 조금은 있음
조직문화가 약간은 수직"
747,5.0,3,5,4,4,4,“일하기 좋은 회사(남양연구소)”,현직원 · n***** · 연구개발(R&D) - 2023.06.21,"주2회 재택근무
책임1년차 3주 휴가
유연근무제 활성화
업무 협업 시스템 효과적
회사 실적 호조
회사 내 축구장 스포츠센터 볼링장 뭐 다있음
자동차 구매 할인
노조","회사 주변 인프라
출퇴근 교통
생각보다 높지 않은 연봉
노조양날의검임"
748,5.0,5,5,5,5,5,“솔직히 탄탄하게 균형잡힌 육각형 회사”,현직원 · E****** · 경영지원·관리 전문가 - 2023.05.26,"커리어 업무 찾아서 해보면 커리어 쌓을 만한 업무 많음

업무난이도 중상 산업특성과 많은 해외법인 그리고 다양한 사업구조 등의 얽혀서 업무 난이도는 좀 있음 근데 배울것이 많고 점점 커리어성장해나가는게 재밌음

워라벨 좋다 너무 좋다

교육 자기계발 관련 지원 제도가 생각보다 잘 갖춰져있음 잘 찾아보고 그때그때 신청하고 시간내서 들으면 도움되는 내외부 강의 진짜 많음

외국어 해외법인과 소통많이 하다보니 영어 안쓸수가 없음 지속해서 쓰니까 실력도 늘고 만족

이직하기전 블라로 접한 현차는 단점 덩어리였는데 실제 근무해보니 이만한 회사가 없음 주변 동료들도 만족하면서 다님 온오프편차가 심한듯 함 그리고 복지나 혜택 업무 모든 측면에서 좀만 발품팔면 찾아서 누릴수 있는 것들이 너무 많음","사람 아무래도 고년차가 많음 고년차들은 많이 정치적임 근데 그냥 무시하면 그만이고 반대로 이야기하면 정년까지 잘 다닐수 있겠다라는 안도감을 줌동년배 동료들은 똑쟁이들이 많아서 서로 배우고 도울점들이 많음

위치 양재가 서울이라고 하지만 남쪽 끄트머리에서 논밭과 함께 뒹굴고있음 강남가는것도 꽤 걸림"
749,5.0,4,5,4,4,4,“워라벨이보장됨”,현직원 · l********* · 연구개발(R&D) - 2023.05.04,"워라벨은 노조덕분에 확실히 잡아주는편
복장이나 출퇴근자율은 매우만족함","차량양산일정에 밀리면 야근은 불가피하나 왠만하면 없다고봄
연봉 상승률이 타기업대비 저조한편"
750,5.0,1,5,1,5,1,“먹을 건 잘 주는데 시스템은 걍”,현직원 · f******** · 경영지원·관리 전문가 - 2023.05.03,"밥 나옴
통근 버스 있음
알아서 출퇴근 하고 남한테 관심 적게 갖고","밥만 줌
일을 죽같이 줌
이게 어떻게 돌아가지의 연속"
751,5.0,2,5,4,5,2,“워라밸 최강”,현직원 · l****** · 연구개발(R&D) - 2023.02.25,"재택 근무 및 워라밸
탄력근무제 자율 사용
수평적인 분위기","의욕을 잃은 동료들 및 선임들
반도체 대비 적은 성과금"
752,5.0,3,5,3,3,3,“워라밸 최강”,현직원 · 워*** · 연구개발(R&D) - 2023.01.04,"워라밸 주40시간 남양 재택 2회
기숙사 제공
통근버스 제공",단점은 아무래도 아직 보수적인 문화가 많이 남아있고 보고서가 너무 과합니다
753,5.0,5,5,5,5,5,“돈은 많이 줍니다”,전직원 · J***** · 건설 엔지니어 - 2022.12.13,"돈은 확실히 많이 벌구여 복지도 빵빵합니다
하지만 많이버는 만큼 바쁘네여",일의 강도가 매우 높았고 실적이 매우 중요합니다 영어도 잘해야 됩니다
754,5.0,1,5,5,1,1,“워라벨 하나보고 오는 킹차갓무직”,현직원 · r********* · IT 엔지니어 - 2022.08.17,"유연한 근무제도
눈치보고 쓰지않는 연월차
여름휴가
적당한 연봉","개발부서에 있는 개발자가 아닌 선배들
과외를 하고 있는 모습"
755,5.0,4,5,5,5,4,“국내 굴지를 너머 글로벌로 향하는 대대대규모 기업 입니다. 너무 만족합니다.”,현직원 · l********* · 경영지원·관리 전문가 - 2022.07.24,"곳간에서 인심난다고 사업 분위기도 좋고
외부인식 보다 사람들 깨어있고 합리적이고 워라밸 보장돼요

2 출퇴근
출근 시간 자유롭고 퇴근 시간도 근무시간만 채우면 눈치 안봅니다
3 문화
군대문화라고 했는데 사람들이 말하는 거 보다 약하고 아닌 분들은 전혀 아닙니다 합리적이고 착한 사람 많아요

4 급여
이 정도 워라밸 업무강도에 감사하고 차고 넘칩니다

5 복지
타재기업 대비 아쉽지만 차량정비 의료비 차할인 등 좋아요
연구소 공장은 점심 저녁 공짜

6 커리어
기회가 많고 사업이 잘되니 본인만 잘한다면 된다고 봐요

이정도 규모 기업에 이만한 회사 없을 것 같네요",
756,5.0,4,5,4,4,3,“어느정도 높은 연봉과 워라밸 끝판왕”,현직원 · i********* · 경영지원·관리 전문가 - 2022.04.05,최근 반도체 호황의 성과금 파티중인 회사를 비교대상으로 두지 않으면 상대적으로 높은 연봉과 무엇보다도 이 연봉받고 다녀도 될지 의문스러운 워라밸,"남초회사다 보니 아직까지 까라면 까의 군대식문화 잔존
술을 좋아하고 형동생 문화가 남아있어서 퇴근 후에 함께하려함"
757,5.0,4,5,4,5,4,“워라벨 면에서는 국내에선 따라올 회사가 없는 곳”,현직원 · 현******* · 연구개발(R&D) - 2022.03.02,"워라벨
수 4퇴 금3퇴 가능
휴가를 자유롭게 쓸 수 있는 분위기","직원들까지 원가절감 당하는 것
남양 연구소가 시골에 있는 것"
758,5.0,5,4,5,5,3,“이정도면 좋은거 아닌감..?”,현직원 · s**** · 경영지원·관리 전문가 - 2021.07.17,"직장 동료 선배님들이 진짜 배울점이 많은 분들로 구성됨 근데 이건 케바케고 사적인거라 이걸 깊게 얘기할필욘없구

남양 밥 맛잇음  밥 불만글 많아서 걱정좀 햇는데 막상 첫날 출근하니까 주오온나 맛잇엇음 솔직히 지금 처음이라 선배님들께서 점심때마다 멀리 차타고 나가서 이것저것 비싼음식 사주시지만 마음은 정말 감사하지만 솔직히 그 디자인관가서 1층 메뉴 먹을때가 제일 행복함 얼마전에 까르보나라 고메엿나 나왓는데 기가막혓음

사원증  멋잇음 되는것도 많음 일단 건물출입할때도 여기저기 찍고 버스탈때도 찍고 밥먹을때도 찍고 하는데 목에 차고다니면 기분좋음 어쩌면 그냥 사원증에 찍힌 내 사진이 맘에 들어서 멋잇어 보이는거일수도

회사에 신기한 차 막 굴러다님 회사뿐만 아니라 국가에서 보호하는 기술들이라 인터넷이나 잡지에서 볼수없는데 그런 차를 직접 볼수잇으니까 괜히 턱에 더 힘들어감

회사 안에 공작새잇음","통근버스가 답답하긴함 매일 아침 5시쯤 일어나 준비해야하고 출근은 1시간반 퇴근은 무조건 2시간넘어서 어우 심지어 버스안 와이파이도 드럽게 안터져서 체념하고 자니깐 일어날때쯤 목이 엄청아픔

이것말곤 딱히
돈에 유독 불만글이 많던데 이전에서 일하던데에 비하면 이정도 근무시간에 업무스트레스 고려하면 쌉혜자라 생각하는데 여기서 이런말하면 돌맞음"
